run_id,run_timestamp,symbol,avg_weight,total_contribution,volatility,beta,realized_return,observations
STAB_20260409_2059_9,2026-04-28 22:16:54,ENEV3.SA,0.1292,0.4551428627304406,0.43424146103166,,12.07484758543681,2572
STAB_20260409_2059_9,2026-04-28 22:16:54,PETR4.SA,0.2089,0.9419887668808644,0.696956318870748,,14.794192532347648,2572
STAB_20260409_2059_9,2026-04-28 22:16:54,PRIO3.SA,0.1416,1.0395802532235248,0.640669716282373,,211.72412945102593,2572
STAB_20260409_2059_9,2026-04-28 22:16:54,VALE3.SA,0.1123,0.4719466636830728,0.5052916752022177,,21.043319045282292,2572
STAB_20260409_2059_9,2026-04-28 22:16:54,PNVL3.SA,0.1185,0.22492241695307205,0.36560832097819307,,2.371013307233876,2572
STAB_20260409_2059_9,2026-04-28 22:16:54,AURA33.SA,0.1625,0.44938167689248065,0.42439137664221555,,8.6188653561245,1399
STAB_20260409_2059_9,2026-04-29 22:29:59,DASA3.SA,0.0183,0.013660614597480056,0.6000835048551566,,-0.6696243866708715,2573
STAB_20260409_2059_9,2026-04-29 22:29:59,AXIA6.SA,0.1087,0.35100116839917156,0.43211336242049253,,9.195825371776655,2472
STAB_20260409_2059_9,2026-04-29 22:29:59,ENEV3.SA,0.1292,0.45452559363319067,0.4341612980941449,,12.012380872079662,2573
STAB_20260409_2059_9,2026-04-29 22:29:59,PETR4.SA,0.2089,0.9426502682416975,0.696820956908992,,14.84420631814663,2573
STAB_20260409_2059_9,2026-04-29 22:29:59,PRIO3.SA,0.1416,1.0396902832514472,0.6405454871169413,,211.88942635712226,2573
STAB_20260409_2059_9,2026-04-29 22:29:59,VALE3.SA,0.1123,0.47048873305684497,0.5052141447225689,,20.75714246523039,2573
STAB_20260409_2059_9,2026-04-29 22:29:59,PNVL3.SA,0.1185,0.22290053663552395,0.36557968435894606,,2.3134961303892445,2573
STAB_20260409_2059_9,2026-04-29 22:29:59,AURA33.SA,0.1625,0.4408644286730235,0.42486680239966096,,8.114703732569733,1400
STAB_20260409_2059_9,2026-05-01 11:48:32,DASA3.SA,0.0183,0.014871565138785944,0.6018205667726925,,-0.6510407518058534,2575
STAB_20260409_2059_9,2026-05-01 11:48:32,AXIA6.SA,0.1087,0.351877715980519,0.4321505494052474,,9.26912250181063,2474
STAB_20260409_2059_9,2026-05-01 11:48:32,ENEV3.SA,0.1292,0.45457416644499227,0.4340777152962231,,12.012380872079662,2575
STAB_20260409_2059_9,2026-05-01 11:48:32,PETR4.SA,0.2089,0.9494925867064434,0.6966074769557868,,15.364344857223113,2575
STAB_20260409_2059_9,2026-05-01 11:48:32,PRIO3.SA,0.1416,1.0441078229796243,0.640356479612976,,218.53396349407777,2575
STAB_20260409_2059_9,2026-05-01 11:48:32,VALE3.SA,0.1123,0.4663613815497642,0.5054097262168784,,19.929551424831622,2575
STAB_20260409_2059_9,2026-05-01 11:48:32,PNVL3.SA,0.1185,0.22575193853762215,0.36548688991635686,,2.393520111561003,2575
